,queried_protein,hit_protein,length,evalue,score,gaps,sequence
9,A0T0C0,B0CAD2,129,1.89075e-41,343.0,6,sp|B0CAD2.1| RecName: Full=50S ribosomal protein L7/L12 [Acaryochloris marina MBIC11017]
10,A0T0C0,Q9TL30,128,1.15166e-40,338.0,0,"sp|Q9TL30.1| RecName: Full=50S ribosomal protein L12, chloroplastic [Nephroselmis olivacea]"
11,A0T0C0,B1XJG9,128,1.22975e-40,337.0,0,sp|B1XJG9.1| RecName: Full=50S ribosomal protein L7/L12 [Synechococcus sp. PCC 7002]
12,A0T0C0,Q31QK6,128,1.03691e-39,331.0,0,sp|Q31QK6.1| RecName: Full=50S ribosomal protein L7/L12 [Synechococcus elongatus PCC 7942 = FACHB-805] >sp|Q5N3N6.1| RecName: Full=50S ribosomal protein L7/L12 [Synechococcus elongatus PCC 6301]
13,A0T0C0,Q8YLJ5,130,4.22448e-39,327.0,2,sp|Q8YLJ5.3| RecName: Full=50S ribosomal protein L7/L12 [Nostoc sp. PCC 7120 = FACHB-418]
14,A0T0C0,Q7NK76,137,4.57008e-39,328.0,12,sp|Q7NK76.1| RecName: Full=50S ribosomal protein L7/L12 [Gloeobacter violaceus PCC 7421]
15,A0T0C0,Q20F00,129,1.53843e-38,324.0,2,"sp|Q20F00.1| RecName: Full=50S ribosomal protein L12, chloroplastic [Oltmannsiellopsis viridis]"
16,A0T0C0,Q8DM25,132,1.77744e-38,324.0,6,sp|Q8DM25.1| RecName: Full=50S ribosomal protein L7/L12 [Thermosynechococcus vestitus BP-1]
17,A0T0C0,Q3MA16,128,2.49547e-38,322.0,0,sp|Q3MA16.1| RecName: Full=50S ribosomal protein L7/L12 [Trichormus variabilis ATCC 29413]
18,A0T0C0,B7JWT5,132,4.45029e-38,321.0,4,sp|B7JWT5.1| RecName: Full=50S ribosomal protein L7/L12 [Rippkaea orientalis PCC 8801]
19,A0T0C0,P48124,126,1.41113e-37,317.0,2,"sp|P48124.1| RecName: Full=50S ribosomal protein L12, cyanelle [Cyanophora paradoxa]"
0,A0T0C1,A0T0C1,230,2.33408e-170,1210.0,0,"sp|A0T0C1.1| RecName: Full=50S ribosomal protein L1, chloroplastic [Phaeodactylum tricornutum CCAP 1055/1]"
1,A0T0C1,P49544,230,2.97382e-131,954.0,0,"sp|P49544.1| RecName: Full=50S ribosomal protein L1, chloroplastic [Trieres chinensis]"
2,A0T0C1,A0T0Q6,230,2.48577e-127,928.0,0,"sp|A0T0Q6.1| RecName: Full=50S ribosomal protein L1, chloroplastic [Thalassiosira pseudonana]"
3,A0T0C1,Q8DM27,237,2.34704e-94,712.0,1,sp|Q8DM27.1| RecName: Full=50S ribosomal protein L1 [Thermosynechococcus vestitus BP-1]
4,A0T0C1,B7JWT7,238,4.49694e-93,704.0,2,sp|B7JWT7.1| RecName: Full=50S ribosomal protein L1 [Rippkaea orientalis PCC 8801]
5,A0T0C1,B0JNQ5,237,7.11188e-93,702.0,1,sp|B0JNQ5.1| RecName: Full=50S ribosomal protein L1 [Microcystis aeruginosa NIES-843]
6,A0T0C1,Q2JTQ5,236,8.94014e-93,702.0,1,sp|Q2JTQ5.1| RecName: Full=50S ribosomal protein L1 [Synechococcus sp. JA-3-3Ab]
7,A0T0C1,A2CDE8,235,9.53852e-93,701.0,1,sp|A2CDE8.2| RecName: Full=50S ribosomal protein L1 [Prochlorococcus marinus str. MIT 9303]
8,A0T0C1,Q0I6K8,235,1.22655e-92,701.0,1,sp|Q0I6K8.1| RecName: Full=50S ribosomal protein L1 [Synechococcus sp. CC9311]
9,A0T0C1,O78413,234,1.33757e-92,700.0,1,"sp|O78413.1| RecName: Full=50S ribosomal protein L1, chloroplastic [Guillardia theta]"
10,A0T0C1,B0CAD0,236,1.44629e-92,700.0,1,sp|B0CAD0.1| RecName: Full=50S ribosomal protein L1 [Acaryochloris marina MBIC11017]
11,A0T0C1,Q7VDY6,234,2.38763e-92,699.0,1,sp|Q7VDY6.1| RecName: Full=50S ribosomal protein L1 [Prochlorococcus marinus subsp. marinus str. CCMP1375]
12,A0T0C1,Q7V478,235,7.05256e-92,696.0,1,sp|Q7V478.1| RecName: Full=50S ribosomal protein L1 [Prochlorococcus marinus str. MIT 9313]
13,A0T0C1,B7KIR7,238,8.98986e-92,695.0,2,sp|B7KIR7.1| RecName: Full=50S ribosomal protein L1 [Gloeothece citriformis PCC 7424]
14,A0T0C1,Q2JM50,236,1.24608e-91,694.0,1,sp|Q2JM50.1| RecName: Full=50S ribosomal protein L1 [Synechococcus sp. JA-2-3B'a(2-13)]
15,A0T0C1,Q7V382,235,3.92378e-91,691.0,1,sp|Q7V382.1| RecName: Full=50S ribosomal protein L1 [Prochlorococcus marinus subsp. pastoris str. CCMP1986]
16,A0T0C1,A2BUI0,235,4.09915e-91,691.0,1,sp|A2BUI0.1| RecName: Full=50S ribosomal protein L1 [Prochlorococcus marinus str. MIT 9515]
17,A0T0C1,Q7U3T7,235,7.0034e-91,689.0,1,sp|Q7U3T7.1| RecName: Full=50S ribosomal protein L1 [Parasynechococcus marenigrum WH 8102]
18,A0T0C1,A8G2L0,235,7.08037e-91,689.0,1,sp|A8G2L0.1| RecName: Full=50S ribosomal protein L1 [Prochlorococcus marinus str. MIT 9215]
19,A0T0C1,Q3AGT0,235,7.5603e-91,689.0,1,sp|Q3AGT0.1| RecName: Full=50S ribosomal protein L1 [Synechococcus sp. CC9605]
0,A0T0C2,A0T0C2,141,2.85089e-98,718.0,0,"sp|A0T0C2.1| RecName: Full=50S ribosomal protein L11, chloroplastic [Phaeodactylum tricornutum CCAP 1055/1]"
1,A0T0C2,P49549,141,9.46219e-91,669.0,0,"sp|P49549.1| RecName: Full=50S ribosomal protein L11, chloroplastic [Trieres chinensis]"
2,A0T0C2,A0T0Q5,141,1.78001e-86,641.0,0,"sp|A0T0Q5.1| RecName: Full=50S ribosomal protein L11, chloroplastic [Thalassiosira pseudonana]"
3,A0T0C2,Q31QK3,141,3.66533e-76,573.0,0,sp|Q31QK3.1| RecName: Full=50S ribosomal protein L11 [Synechococcus elongatus PCC 7942 = FACHB-805]
4,A0T0C2,Q5N3N9,141,1.10952e-75,570.0,0,sp|Q5N3N9.1| RecName: Full=50S ribosomal protein L11 [Synechococcus elongatus PCC 6301]
5,A0T0C2,O78412,141,2.94493e-74,561.0,0,"sp|O78412.1| RecName: Full=50S ribosomal protein L11, chloroplastic [Guillardia theta]"
6,A0T0C2,A5GWK2,141,4.71896e-74,560.0,0,sp|A5GWK2.1| RecName: Full=50S ribosomal protein L11 [Synechococcus sp. RCC307]
7,A0T0C2,B1X076,141,1.0279e-73,557.0,0,sp|B1X076.1| RecName: Full=50S ribosomal protein L11 [Crocosphaera subtropica ATCC 51142]
8,A0T0C2,A5GPD5,141,1.47604e-73,556.0,0,sp|A5GPD5.1| RecName: Full=50S ribosomal protein L11 [Synechococcus sp. WH 7803]
9,A0T0C2,A2BUI1,141,1.72094e-73,556.0,0,sp|A2BUI1.1| RecName: Full=50S ribosomal protein L11 [Prochlorococcus marinus str. MIT 9515]
10,A0T0C2,Q7U3T6,141,2.81871e-73,554.0,0,sp|Q7U3T6.1| RecName: Full=50S ribosomal protein L11 [Parasynechococcus marenigrum WH 8102]
11,A0T0C2,Q3AGS9,141,4.93066e-73,553.0,0,sp|Q3AGS9.1| RecName: Full=50S ribosomal protein L11 [Synechococcus sp. CC9605]
12,A0T0C2,Q7V381,141,8.53087e-73,551.0,0,sp|Q7V381.1| RecName: Full=50S ribosomal protein L11 [Prochlorococcus marinus subsp. pastoris str. CCMP1986]
13,A0T0C2,A2BNZ9,141,1.19841e-72,550.0,0,sp|A2BNZ9.1| RecName: Full=50S ribosomal protein L11 [Prochlorococcus marinus str. AS9601] >sp|A3PAS2.1| RecName: Full=50S ribosomal protein L11 [Prochlorococcus marinus str. MIT 9301] >sp|A8G2L1.1| RecName: Full=50S ribosomal protein L11 [Prochlorococcus marinus str. MIT 9215]
14,A0T0C2,Q7V479,141,2.41742e-72,548.0,0,sp|Q7V479.1| RecName: Full=50S ribosomal protein L11 [Prochlorococcus marinus str. MIT 9313]
15,A0T0C2,B7JWT8,141,3.01013e-72,548.0,0,sp|B7JWT8.1| RecName: Full=50S ribosomal protein L11 [Rippkaea orientalis PCC 8801]
16,A0T0C2,B7KJM5,141,3.14507e-72,548.0,0,sp|B7KJM5.1| RecName: Full=50S ribosomal protein L11 [Gloeothece citriformis PCC 7424]
17,A0T0C2,B0CAC9,141,3.78946e-72,547.0,0,sp|B0CAC9.1| RecName: Full=50S ribosomal protein L11 [Acaryochloris marina MBIC11017]
18,A0T0C2,Q1XDF0,141,4.77057e-72,546.0,0,"sp|Q1XDF0.1| RecName: Full=50S ribosomal protein L11, chloroplastic [Neopyropia yezoensis]"
19,A0T0C2,Q0I6K7,141,5.87542e-72,546.0,0,sp|Q0I6K7.1| RecName: Full=50S ribosomal protein L11 [Synechococcus sp. CC9311]
0,A0T0C4,A0T0C4,38,5.76682e-19,178.0,0,sp|A0T0C4.1| RecName: Full=Photosystem II reaction center X protein [Phaeodactylum tricornutum CCAP 1055/1]
1,A0T0C4,O78455,39,5.33237e-08,106.0,1,sp|O78455.1| RecName: Full=Photosystem II reaction center X protein [Guillardia theta]
2,A0T0C4,P49509,38,1.43917e-07,103.0,0,sp|P49509.1| RecName: Full=Photosystem II reaction center X protein [Trieres chinensis]
3,A0T0C4,A0T0N4,38,1.48739e-07,103.0,0,sp|A0T0N4.1| RecName: Full=Photosystem II reaction center X protein [Thalassiosira pseudonana]
4,A0T0C4,Q2JN82,38,3.29586e-06,94.0,0,sp|Q2JN82.1| RecName: Full=Photosystem II reaction center X protein [Synechococcus sp. JA-2-3B'a(2-13)]
5,A0T0C4,P72575,39,4.76879e-06,93.0,1,sp|P72575.1| RecName: Full=Photosystem II reaction center X protein [Synechocystis sp. PCC 6803 substr. Kazusa]
6,A0T0C4,Q2JRR9,38,1.23165e-05,91.0,0,sp|Q2JRR9.1| RecName: Full=Photosystem II reaction center X protein 1 [Synechococcus sp. JA-3-3Ab]
7,A0T0C4,Q2JRN5,38,2.06402e-05,89.0,0,sp|Q2JRN5.1| RecName: Full=Photosystem II reaction center X protein 2 [Synechococcus sp. JA-3-3Ab]
8,A0T0C4,A5GQT7,40,3.24811e-05,88.0,1,sp|A5GQT7.1| RecName: Full=Photosystem II reaction center X protein [Synechococcus sp. RCC307]
9,A0T0C4,P51197,39,5.00407e-05,87.0,1,sp|P51197.1| RecName: Full=Photosystem II reaction center X protein [Porphyra purpurea] >sp|Q1XDU0.1| RecName: Full=Photosystem II reaction center X protein [Neopyropia yezoensis]
10,A0T0C4,B2ITV2,39,0.000114048,84.0,1,sp|B2ITV2.1| RecName: Full=Photosystem II reaction center X protein [Nostoc punctiforme PCC 73102]
11,A0T0C4,A5GNP1,40,0.000125412,84.0,1,sp|A5GNP1.1| RecName: Full=Photosystem II reaction center X protein [Synechococcus sp. WH 7803]
12,A0T0C4,B0JX68,39,0.000180894,83.0,1,sp|B0JX68.2| RecName: Full=Photosystem II reaction center X protein [Microcystis aeruginosa NIES-843]
13,A0T0C4,Q31LM3,39,0.000182892,83.0,1,sp|Q31LM3.1| RecName: Full=Photosystem II reaction center X protein [Synechococcus elongatus PCC 7942 = FACHB-805] >sp|Q5N0A1.1| RecName: Full=Photosystem II reaction center X protein [Synechococcus elongatus PCC 6301]
14,A0T0C4,Q3MFU4,39,0.000204123,83.0,1,sp|Q3MFU4.1| RecName: Full=Photosystem II reaction center X protein [Trichormus variabilis ATCC 29413] >sp|Q8YYB0.1| RecName: Full=Photosystem II reaction center X protein [Nostoc sp. PCC 7120 = FACHB-418]
15,A0T0C4,P48266,39,0.000981595,78.0,1,sp|P48266.1| RecName: Full=Photosystem II reaction center X protein [Cyanophora paradoxa]
16,A0T0C4,B1WR29,40,0.0030968,75.0,1,sp|B1WR29.1| RecName: Full=Photosystem II reaction center X protein [Crocosphaera subtropica ATCC 51142]
17,A0T0C4,B0BYW9,40,0.00566445,73.0,0,sp|B0BYW9.1| RecName: Full=Photosystem II reaction center X protein [Acaryochloris marina MBIC11017]
18,A0T0C4,D0VWR4,40,0.104985,65.0,0,sp|D0VWR4.2| RecName: Full=Photosystem II reaction center protein X [Thermostichus vulcanus]
19,A0T0C4,Q9F1R6,41,0.105708,65.0,0,sp|Q9F1R6.2| RecName: Full=Photosystem II reaction center X protein [Thermosynechococcus vestitus BP-1]
0,A0T0C6,A0T0C6,163,1.32579e-119,863.0,0,sp|A0T0C6.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; Flags: Precursor [Phaeodactylum tricornutum CCAP 1055/1]
1,A0T0C6,A0T0N2,163,3.28988e-101,742.0,0,sp|A0T0N2.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; Flags: Precursor [Thalassiosira pseudonana]
2,A0T0C6,P49510,163,3.36286e-101,742.0,0,sp|P49510.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; Flags: Precursor [Trieres chinensis]
3,A0T0C6,P51199,163,1.12665e-82,621.0,0,sp|P51199.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; Flags: Precursor [Porphyra purpurea]
4,A0T0C6,Q8WKF2,163,6.36569e-82,616.0,2,sp|Q8WKF2.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; Flags: Precursor [Neopyropia yezoensis]
5,A0T0C6,O78454,162,1.84182e-81,613.0,0,sp|O78454.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; Flags: Precursor [Guillardia theta]
6,A0T0C6,Q6B942,164,9.71143e-78,588.0,0,sp|Q6B942.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; Flags: Precursor [Gracilaria tenuistipitata var. liui]
7,A0T0C6,Q4G368,164,8.96004e-76,576.0,1,sp|Q4G368.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; Flags: Precursor [Emiliania huxleyi]
8,A0T0C6,Q3M9H7,163,2.22352e-75,573.0,0,sp|Q3M9H7.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; AltName: Full=Low-potential cytochrome c; Flags: Precursor [Trichormus variabilis ATCC 29413]
9,A0T0C6,Q8Z044,163,6.29508e-75,570.0,0,sp|Q8Z044.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; AltName: Full=Low-potential cytochrome c; Flags: Precursor [Nostoc sp. PCC 7120 = FACHB-418]
10,A0T0C6,B2IVD8,163,1.59725e-74,567.0,0,sp|B2IVD8.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; AltName: Full=Low-potential cytochrome c; Flags: Precursor [Nostoc punctiforme PCC 73102]
11,A0T0C6,B8HUH9,162,1.1922e-71,548.0,1,sp|B8HUH9.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; AltName: Full=Low-potential cytochrome c; Flags: Precursor [Cyanothece sp. PCC 7425]
12,A0T0C6,Q9TLW2,164,3.80671e-71,545.0,0,sp|Q9TLW2.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; Flags: Precursor [Cyanidium caldarium]
13,A0T0C6,P48263,162,1.17584e-70,542.0,1,sp|P48263.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; Flags: Precursor [Cyanophora paradoxa]
14,A0T0C6,P0A386,163,4.50562e-66,512.0,0,sp|P0A386.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c-549; AltName: Full=Cytochrome c550; AltName: Full=Low-potential cytochrome c; Flags: Precursor [Thermosynechococcus vestitus BP-1] >sp|P0A387.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; AltName: Full=Low-potential cytochrome c; Flags: Precursor [Thermostichus vulcanus]
15,A0T0C6,Q31LM9,167,3.92863e-65,506.0,0,sp|Q31LM9.2| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; AltName: Full=Low-potential cytochrome c; Flags: Precursor [Synechococcus elongatus PCC 7942 = FACHB-805] >sp|Q5N095.2| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; AltName: Full=Low-potential cytochrome c; Flags: Precursor [Synechococcus elongatus PCC 6301]
16,A0T0C6,Q76FB0,155,3.82845e-63,492.0,0,sp|Q76FB0.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; Flags: Precursor [Cyanidium caldarium]
17,A0T0C6,Q85FS3,150,4.12574e-62,484.0,0,sp|Q85FS3.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; Flags: Precursor [Cyanidioschyzon merolae strain 10D]
18,A0T0C6,Q111E9,161,7.44697e-61,477.0,3,sp|Q111E9.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; AltName: Full=Low-potential cytochrome c; Flags: Precursor [Trichodesmium erythraeum IMS101]
19,A0T0C6,B0C731,162,3.44136e-60,473.0,1,sp|B0C731.1| RecName: Full=Cytochrome c-550; AltName: Full=Cytochrome c550; AltName: Full=Low-potential cytochrome c; Flags: Precursor [Acaryochloris marina MBIC11017]
0,A0T0C7,A0T0C7,120,7.07708e-81,600.0,0,"sp|A0T0C7.1| RecName: Full=50S ribosomal protein L19, chloroplastic [Phaeodactylum tricornutum CCAP 1055/1]"
1,A0T0C7,P49555,120,1.07208e-63,487.0,0,"sp|P49555.1| RecName: Full=50S ribosomal protein L19, chloroplastic [Trieres chinensis]"
2,A0T0C7,O98449,120,1.06209e-61,474.0,0,"sp|O98449.1| RecName: Full=50S ribosomal protein L19, chloroplastic [Conticribra weissflogii]"
3,A0T0C7,A0T0N1,120,7.73197e-61,468.0,0,"sp|A0T0N1.1| RecName: Full=50S ribosomal protein L19, chloroplastic [Thalassiosira pseudonana]"
4,A0T0C7,P36239,122,2.17903e-51,407.0,0,sp|P36239.1| RecName: Full=50S ribosomal protein L19 [Synechocystis sp. PCC 6803 substr. Kazusa]
5,A0T0C7,B7JWU1,120,6.17186e-49,390.0,0,sp|B7JWU1.1| RecName: Full=50S ribosomal protein L19 [Rippkaea orientalis PCC 8801]
6,A0T0C7,B1XJH5,120,6.30859e-49,390.0,0,sp|B1XJH5.1| RecName: Full=50S ribosomal protein L19 [Synechococcus sp. PCC 7002]
7,A0T0C7,B1WR94,120,3.93117e-48,385.0,0,sp|B1WR94.1| RecName: Full=50S ribosomal protein L19 [Crocosphaera subtropica ATCC 51142]
8,A0T0C7,Q2JU45,127,8.086e-48,384.0,0,sp|Q2JU45.1| RecName: Full=50S ribosomal protein L19 [Synechococcus sp. JA-3-3Ab]
9,A0T0C7,B0JNQ1,120,1.37055e-47,382.0,0,sp|B0JNQ1.1| RecName: Full=50S ribosomal protein L19 [Microcystis aeruginosa NIES-843]
10,A0T0C7,B7KJM8,120,3.15105e-47,379.0,0,sp|B7KJM8.1| RecName: Full=50S ribosomal protein L19 [Gloeothece citriformis PCC 7424]
11,A0T0C7,B2JA71,120,8.35303e-47,376.0,0,sp|B2JA71.1| RecName: Full=50S ribosomal protein L19 [Nostoc punctiforme PCC 73102]
12,A0T0C7,Q8DJC4,120,1.18595e-46,375.0,0,sp|Q8DJC4.1| RecName: Full=50S ribosomal protein L19 [Thermosynechococcus vestitus BP-1]
13,A0T0C7,Q2JHW3,125,2.05309e-46,374.0,0,sp|Q2JHW3.1| RecName: Full=50S ribosomal protein L19 [Synechococcus sp. JA-2-3B'a(2-13)]
14,A0T0C7,Q8YLK1,120,3.04197e-46,373.0,0,sp|Q8YLK1.2| RecName: Full=50S ribosomal protein L19 [Nostoc sp. PCC 7120 = FACHB-418]
15,A0T0C7,Q3MA22,120,3.58514e-46,372.0,0,sp|Q3MA22.2| RecName: Full=50S ribosomal protein L19 [Trichormus variabilis ATCC 29413]
16,A0T0C7,B0CAC6,120,5.74169e-46,371.0,0,sp|B0CAC6.1| RecName: Full=50S ribosomal protein L19 [Acaryochloris marina MBIC11017]
17,A0T0C7,Q31K48,120,2.51852e-45,367.0,0,sp|Q31K48.2| RecName: Full=50S ribosomal protein L19 [Synechococcus elongatus PCC 7942 = FACHB-805] >sp|Q5N1R1.2| RecName: Full=50S ribosomal protein L19 [Synechococcus elongatus PCC 6301]
18,A0T0C7,O78409,118,3.43669e-45,366.0,0,"sp|O78409.2| RecName: Full=50S ribosomal protein L19, chloroplastic [Guillardia theta]"
19,A0T0C7,B8HT34,120,1.21898e-44,362.0,0,sp|B8HT34.1| RecName: Full=50S ribosomal protein L19 [Cyanothece sp. PCC 7425]
0,A0T0C9,A0T0C9,314,0.0,1632.0,0,sp|A0T0C9.1| RecName: Full=Cytochrome f; Flags: Precursor [Phaeodactylum tricornutum CCAP 1055/1]
1,A0T0C9,P49476,314,0.0,1392.0,0,sp|P49476.1| RecName: Full=Cytochrome f; Flags: Precursor [Trieres chinensis]
2,A0T0C9,A0T0R9,314,0.0,1319.0,0,sp|A0T0R9.1| RecName: Full=Cytochrome f; Flags: Precursor [Thalassiosira pseudonana]
3,A0T0C9,Q4G3D7,312,1.0682e-122,915.0,2,sp|Q4G3D7.1| RecName: Full=Cytochrome f; Flags: Precursor [Emiliania huxleyi]
4,A0T0C9,Q20EX6,319,5.88246e-120,898.0,5,sp|Q20EX6.1| RecName: Full=Cytochrome f; Flags: Precursor [Oltmannsiellopsis viridis]
5,A0T0C9,Q95AG0,317,1.09337e-119,896.0,3,sp|Q95AG0.1| RecName: Full=Cytochrome f; Flags: Precursor [Chlamydomonas subcaudata]
6,A0T0C9,Q32RJ3,319,5.40233e-118,885.0,0,sp|Q32RJ3.1| RecName: Full=Cytochrome f; Flags: Precursor [Zygnema circumcarinatum]
7,A0T0C9,P48123,321,9.55186e-118,883.0,7,sp|P48123.1| RecName: Full=Cytochrome f; Flags: Precursor [Cyanophora paradoxa]
8,A0T0C9,Q32RX2,319,1.41186e-117,882.0,0,sp|Q32RX2.1| RecName: Full=Cytochrome f; Flags: Precursor [Staurastrum punctulatum]
9,A0T0C9,Q19V68,319,6.16304e-117,878.0,0,sp|Q19V68.2| RecName: Full=Cytochrome f; Flags: Precursor [Chlorokybus atmophyticus]
10,A0T0C9,Q1XDM2,320,6.23742e-117,878.0,0,sp|Q1XDM2.1| RecName: Full=Cytochrome f; Flags: Precursor [Neopyropia yezoensis]
11,A0T0C9,Q6B8T0,310,8.37878e-116,869.0,0,sp|Q6B8T0.1| RecName: Full=Cytochrome f; Flags: Precursor [Gracilaria tenuistipitata var. liui]
12,A0T0C9,P23577,317,9.11479e-116,870.0,6,sp|P23577.1| RecName: Full=Cytochrome f; Flags: Precursor [Chlamydomonas reinhardtii]
13,A0T0C9,P51265,320,1.41478e-115,869.0,1,sp|P51265.1| RecName: Full=Cytochrome f; Flags: Precursor [Porphyra purpurea]
14,A0T0C9,Q1KVS1,320,1.31067e-113,856.0,1,sp|Q1KVS1.1| RecName: Full=Cytochrome f; Flags: Precursor [Tetradesmus obliquus]
15,A0T0C9,Q85FK9,321,1.46306e-113,856.0,4,sp|Q85FK9.2| RecName: Full=Cytochrome f; Flags: Precursor [Adiantum capillus-veneris]
16,A0T0C9,A6MVY3,318,2.18492e-113,854.0,0,sp|A6MVY3.1| RecName: Full=Cytochrome f; Flags: Precursor [Rhodomonas salina]
17,A0T0C9,Q6YXL3,319,1.00746e-112,850.0,0,sp|Q6YXL3.1| RecName: Full=Cytochrome f; Flags: Precursor [Physcomitrium patens]
18,A0T0C9,P56316,315,4.88423e-112,845.0,2,sp|P56316.2| RecName: Full=Cytochrome f; Flags: Precursor [Chlorella vulgaris]
19,A0T0C9,P0C8N4,311,2.2177e-111,840.0,1,sp|P0C8N4.1| RecName: Full=Cytochrome f; Flags: Precursor [Synechococcus elongatus] >sp|P0C8N5.1| RecName: Full=Cytochrome f; Flags: Precursor [Thermosynechococcus vestitus BP-1]
0,A0T0D1,A0T0D1,133,7.07689e-91,668.0,0,"sp|A0T0D1.1| RecName: Full=ATP synthase epsilon chain, chloroplastic; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit [Phaeodactylum tricornutum CCAP 1055/1]"
1,A0T0D1,A0T0R7,133,6.34694e-79,590.0,0,"sp|A0T0R7.1| RecName: Full=ATP synthase epsilon chain, chloroplastic; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit [Thalassiosira pseudonana]"
2,A0T0D1,P49648,133,2.95243e-77,579.0,0,"sp|P49648.1| RecName: Full=ATP synthase epsilon chain, chloroplastic; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit [Trieres chinensis]"
3,A0T0D1,P26534,132,2.02606e-42,350.0,0,"sp|P26534.1| RecName: Full=ATP synthase epsilon chain, chloroplastic; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit [Pylaiella littoralis]"
4,A0T0D1,Q08808,138,2.88215e-40,336.0,0,"sp|Q08808.1| RecName: Full=ATP synthase epsilon chain, chloroplastic; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit [Galdieria sulphuraria]"
5,A0T0D1,O78492,131,9.76857e-40,332.0,0,"sp|O78492.1| RecName: Full=ATP synthase epsilon chain, chloroplastic; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit [Guillardia theta]"
6,A0T0D1,Q1XDM7,134,1.37454e-39,332.0,0,"sp|Q1XDM7.1| RecName: Full=ATP synthase epsilon chain, chloroplastic; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit [Neopyropia yezoensis]"
7,A0T0D1,P51260,134,4.67235e-39,328.0,0,"sp|P51260.1| RecName: Full=ATP synthase epsilon chain, chloroplastic; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit [Porphyra purpurea]"
8,A0T0D1,Q4G3C9,130,6.58601e-37,314.0,0,"sp|Q4G3C9.1| RecName: Full=ATP synthase epsilon chain, chloroplastic; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit [Emiliania huxleyi]"
9,A0T0D1,Q6B8S5,134,2.41151e-35,304.0,0,"sp|Q6B8S5.1| RecName: Full=ATP synthase epsilon chain, chloroplastic; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit [Gracilaria tenuistipitata var. liui]"
10,A0T0D1,Q8S8W9,133,9.88701e-35,299.0,0,"sp|Q8S8W9.1| RecName: Full=ATP synthase epsilon chain, chloroplastic; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit [Atropa belladonna]"
11,A0T0D1,P00834,133,1.38661e-34,298.0,0,"sp|P00834.1| RecName: Full=ATP synthase epsilon chain, chloroplastic; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit [Nicotiana tabacum] >sp|Q3C1J6.1| RecName: Full=ATP synthase epsilon chain, chloroplastic; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit [Nicotiana sylvestris]"
12,A0T0D1,Q06RC3,133,1.74363e-34,298.0,0,"sp|Q06RC3.1| RecName: Full=ATP synthase epsilon chain, chloroplastic; AltName: Full=ATP synthase F1 sector epsilon subunit; AltName: Full=F-ATPase epsilon subunit [Jasminum nudiflorum]"
