Hit,DB,Protein1,Protein2,Organism,Length,Score,Identities,Positives,E
17,swissprot,A0T0F5,B0BZS9,Acaryochloris marina MBIC11017,65,170.0,49.23,72.31,4.70643e-17
18,swissprot,A0T0F5,Q7UA42,Parasynechococcus marenigrum WH 8102,65,170.0,56.92,66.15,4.75833e-17
19,swissprot,A0T0F5,B8HPI6,Cyanothece sp. PCC 7425,65,170.0,55.38,66.15,5.1947e-17
20,swissprot,A0T0F5,A3PFE9,Prochlorococcus marinus str. MIT 9301,65,169.0,55.38,66.15,6.75887e-17
1,swissprot,A0T0F6,A0T0F6,Phaeodactylum tricornutum CCAP 1055/1,112,558.0,100.00,100.00,1.08019e-74
2,swissprot,A0T0F6,P49556,Trieres chinensis,114,459.0,78.07,86.84,1.09969e-59
3,swissprot,A0T0F6,A0T0Q2,Thalassiosira pseudonana,117,441.0,74.36,83.76,9.01854e-57
4,swissprot,A0T0F6,A6MVY4,Rhodomonas salina,116,381.0,64.66,78.45,9.42203e-48
5,swissprot,A0T0F6,Q6B8T4,Gracilaria tenuistipitata var. liui,118,371.0,59.32,77.97,4.06955e-46
6,swissprot,A0T0F6,Q9MUP7,Mesostigma viride,115,370.0,64.35,78.26,4.23168e-46
7,swissprot,A0T0F6,P14809,Cyanophora paradoxa,114,369.0,65.79,78.95,6.36077e-46
8,swissprot,A0T0F6,O78495,Guillardia theta,114,364.0,63.16,77.19,3.32741e-45
9,swissprot,A0T0F6,B8HPI7,Cyanothece sp. PCC 7425,118,353.0,65.25,78.81,2.39062e-43
10,swissprot,A0T0F6,B1WXF7,Crocosphaera subtropica ATCC 51142,117,350.0,64.10,77.78,5.5693e-43
11,swissprot,A0T0F6,B0K3L3,Thermoanaerobacter sp. X514,119,350.0,58.82,74.79,5.72831e-43
12,swissprot,A0T0F6,B1XIQ9,Synechococcus sp. PCC 7002,116,348.0,63.79,79.31,1.00856e-42
13,swissprot,A0T0F6,Q7NGV3,Gloeobacter violaceus PCC 7421,119,346.0,58.82,69.75,2.86535e-42
14,swissprot,A0T0F6,B7K4V4,Rippkaea orientalis PCC 8801,117,345.0,62.39,78.63,3.8278e-42
15,swissprot,A0T0F6,B7K6S6,Gloeothece citriformis PCC 7424,117,344.0,64.96,76.92,4.71322e-42
16,swissprot,A0T0F6,B2J0D0,Nostoc punctiforme PCC 73102,118,344.0,64.41,75.42,5.72611e-42
17,swissprot,A0T0F6,B0JSJ8,Microcystis aeruginosa NIES-843,115,343.0,66.09,78.26,5.96135e-42
18,swissprot,A0T0F6,B0K8B5,Thermoanaerobacter pseudethanolicus ATCC 33223,119,343.0,57.98,73.95,6.09996e-42
19,swissprot,A0T0F6,P48957,Synechocystis sp. PCC 6803 substr. Kazusa,117,343.0,62.39,78.63,6.76503e-42
20,swissprot,A0T0F6,Q8R9C4,Caldanaerobacter subterraneus subsp. tengcongensis MB4,119,341.0,57.98,72.27,1.24291e-41
1,swissprot,A0T0F8,A0T0F8,Phaeodactylum tricornutum CCAP 1055/1,76,382.0,100.00,100.00,4.28353e-49
2,swissprot,A0T0F8,P27060,Cylindrotheca sp. (STRAIN N1),80,241.0,55.00,70.00,1.9142e-27
3,swissprot,A0T0F8,P49517,Trieres chinensis,80,236.0,55.00,75.00,1.24859e-26
4,swissprot,A0T0F8,Q6MLJ8,Bdellovibrio bacteriovorus HD100,78,201.0,48.72,71.79,2.20341e-21
5,swissprot,A0T0F8,Q9KA04,Halalkalibacterium halodurans C-125,77,198.0,51.95,71.43,5.94442e-21
6,swissprot,A0T0F8,A7Z4L2,Bacillus velezensis FZB42,77,197.0,50.65,70.13,8.07891e-21
7,swissprot,A0T0F8,Q8R9W1,Caldanaerobacter subterraneus subsp. tengcongensis MB4,76,196.0,47.37,72.37,1.00125e-20
8,swissprot,A0T0F8,B0K1W0,Thermoanaerobacter sp. X514,75,196.0,48.00,72.00,1.35468e-20
9,swissprot,A0T0F8,Q5WFM5,Alkalihalobacillus clausii KSM-K16,77,195.0,51.95,72.73,1.4922e-20
10,swissprot,A0T0F8,Q2JQZ8,Synechococcus sp. JA-3-3Ab,81,195.0,46.91,65.43,1.69616e-20
11,swissprot,A0T0F8,A7ZF37,Campylobacter concisus 13826,77,194.0,49.35,70.13,2.09572e-20
12,swissprot,A0T0F8,C0ZFP2,Brevibacillus brevis NBRC 100599,77,193.0,48.05,71.43,3.99998e-20
13,swissprot,A0T0F8,Q97IA5,Clostridium acetobutylicum ATCC 824,77,192.0,42.86,75.32,4.56196e-20
14,swissprot,A0T0F8,A8FD57,Bacillus pumilus SAFR-032,77,191.0,49.35,68.83,6.62085e-20
15,swissprot,A0T0F8,B2A2M9,Natranaerobius thermophilus JW/NM-WN-LF,76,190.0,46.05,75.00,8.76391e-20
16,swissprot,A0T0F8,Q65JQ6,Bacillus licheniformis DSM 13 = ATCC 14580,77,190.0,49.35,67.53,1.02616e-19
17,swissprot,A0T0F8,Q8RGX5,Fusobacterium nucleatum subsp. nucleatum ATCC 25586,75,189.0,49.33,70.67,1.57668e-19
18,swissprot,A0T0F8,Q7M9W1,Wolinella succinogenes DSM 1740,76,188.0,50.00,71.05,1.74756e-19
19,swissprot,A0T0F8,C0QUD3,Persephonella marina EX-H1,76,188.0,50.00,68.42,1.92863e-19
20,swissprot,A0T0F8,A4G6S9,Herminiimonas arsenicoxydans,80,188.0,47.50,67.50,2.44346e-19
1,swissprot,A0T0G0,A0T0G0,Phaeodactylum tricornutum CCAP 1055/1,36,173.0,100.00,100.00,3.33737e-18
2,swissprot,A0T0G0,A0T0V3,Thalassiosira pseudonana,36,165.0,94.44,97.22,4.36846e-17
3,swissprot,A0T0G0,P49543,Trieres chinensis,36,154.0,86.11,94.44,2.16163e-15
4,swissprot,A0T0G0,Q4G385,Emiliania huxleyi,35,125.0,65.71,85.71,6.66252e-11
5,swissprot,A0T0G0,Q1XDT1,Neopyropia yezoensis,36,115.0,55.56,83.33,2.06563e-09
6,swissprot,A0T0G0,P51206,Porphyra purpurea,36,113.0,52.78,83.33,3.69816e-09
7,swissprot,A0T0G0,Q31LS7,Synechococcus elongatus PCC 7942 = FACHB-805,40,111.0,50.00,67.50,1.03285e-08
8,swissprot,A0T0G0,Q6B935,Gracilaria tenuistipitata var. liui,34,110.0,58.82,82.35,1.13493e-08
9,swissprot,A0T0G0,B7JX92,Rippkaea orientalis PCC 8801,39,106.0,48.72,71.79,4.51867e-08
10,swissprot,A0T0G0,B7KIS7,Gloeothece citriformis PCC 7424,41,106.0,46.34,65.85,5.84234e-08
11,swissprot,A0T0G0,O78433,Guillardia theta,37,104.0,54.05,72.97,9.83351e-08
12,swissprot,A0T0G0,A5GU84,Synechococcus sp. RCC307,40,104.0,52.50,72.50,1.18403e-07
13,swissprot,A0T0G0,A5GLJ4,Synechococcus sp. WH 7803,40,102.0,45.00,65.00,2.28903e-07
14,swissprot,A0T0G0,P59908,Parasynechococcus marenigrum WH 8102,43,100.0,44.19,58.14,5.34514e-07
15,swissprot,A0T0G0,Q10WA3,Trichodesmium erythraeum IMS101,39,98.0,43.59,64.10,7.69292e-07
16,swissprot,A0T0G0,Q85G61,Cyanidioschyzon merolae strain 10D,35,97.0,42.86,77.14,9.65989e-07
17,swissprot,A0T0G0,B2J1B5,Nostoc punctiforme PCC 73102,41,97.0,43.90,65.85,1.10989e-06
18,swissprot,A0T0G0,O19893,Cyanidium caldarium,37,97.0,43.24,70.27,1.24444e-06
19,swissprot,A0T0G0,Q9BAC7,Fucus vesiculosus,27,96.0,66.67,77.78,1.28781e-06
20,swissprot,A0T0G0,B1XLQ0,Synechococcus sp. PCC 7002,38,93.0,42.11,71.05,5.00013e-06
1,swissprot,A0T0G1,A0T0G1,Phaeodactylum tricornutum CCAP 1055/1,55,270.0,100.00,100.00,1.29136e-32
2,swissprot,A0T0G1,A0T0V4,Thalassiosira pseudonana,54,222.0,81.48,94.44,3.20434e-25
3,swissprot,A0T0G1,P49564,Trieres chinensis,58,179.0,72.41,87.93,1.20976e-18
4,swissprot,A0T0G1,P51207,Porphyra purpurea,59,171.0,59.32,69.49,2.40247e-17
5,swissprot,A0T0G1,Q1XDT0,Neopyropia yezoensis,59,159.0,54.24,69.49,1.45746e-15
6,swissprot,A0T0G1,Q7VBW1,Prochlorococcus marinus subsp. marinus str. CCMP1375,57,155.0,56.14,66.67,4.75061e-15
7,swissprot,A0T0G1,B1XQI5,Synechococcus sp. PCC 7002,55,153.0,60.00,78.18,1.07879e-14
8,swissprot,A0T0G1,Q31PJ2,Synechococcus elongatus PCC 7942 = FACHB-805,58,150.0,53.45,68.97,3.43154e-14
9,swissprot,A0T0G1,Q7U6X6,Parasynechococcus marenigrum WH 8102,58,147.0,51.72,68.97,8.53225e-14
10,swissprot,A0T0G1,A9BAH6,Prochlorococcus marinus str. MIT 9211,58,147.0,53.45,67.24,8.91511e-14
11,swissprot,A0T0G1,B7K5G2,Rippkaea orientalis PCC 8801,57,144.0,52.63,68.42,2.75628e-13
12,swissprot,A0T0G1,B1WY20,Crocosphaera subtropica ATCC 51142,58,144.0,50.00,65.52,3.01375e-13
13,swissprot,A0T0G1,Q6B934,Gracilaria tenuistipitata var. liui,57,143.0,52.63,64.91,3.21398e-13
14,swissprot,A0T0G1,Q118B3,Trichodesmium erythraeum IMS101,58,143.0,55.17,67.24,3.87891e-13
15,swissprot,A0T0G1,B7KJG8,Gloeothece citriformis PCC 7424,57,143.0,47.37,68.42,4.0469e-13
16,swissprot,A0T0G1,Q7YJT5,Calycanthus floridus var. glaucus,57,143.0,54.39,64.91,4.1367e-13
17,swissprot,A0T0G1,Q3AXR9,Synechococcus sp. CC9902,58,141.0,48.28,67.24,7.09241e-13
18,swissprot,A0T0G1,A2C283,Prochlorococcus marinus str. NATL1A,59,140.0,47.46,61.02,1.21601e-12
19,swissprot,A0T0G1,B3DFA5,Microcystis aeruginosa NIES-843,60,138.0,41.67,65.00,2.51226e-12
20,swissprot,A0T0G1,B2IT82,Nostoc punctiforme PCC 73102,57,136.0,50.88,66.67,4.88446e-12
1,swissprot,A0T0G2,A0T0G2,Phaeodactylum tricornutum CCAP 1055/1,307,1565.0,100.00,100.00,0.0
2,swissprot,A0T0G2,P49518,Trieres chinensis,309,1138.0,73.14,84.47,1.02753e-156
3,swissprot,A0T0G2,A0T0V5,Thalassiosira pseudonana,307,1113.0,73.62,85.99,6.09158e-153
4,swissprot,A0T0G2,P51205,Porphyra purpurea,317,879.0,52.05,69.72,3.41584e-117
5,swissprot,A0T0G2,Q1XDT2,Neopyropia yezoensis,317,877.0,52.05,69.72,6.64871e-117
6,swissprot,A0T0G2,P48271,Cyanophora paradoxa,324,872.0,50.00,68.21,4.23737e-116
7,swissprot,A0T0G2,Q6B936,Gracilaria tenuistipitata var. liui,309,870.0,54.05,71.52,4.60042e-116
8,swissprot,A0T0G2,P73123,Synechocystis sp. PCC 6803 substr. Kazusa,345,849.0,45.51,62.90,2.59554e-112
9,swissprot,A0T0G2,O78432,Guillardia theta,310,845.0,50.97,71.29,2.95335e-112
10,swissprot,A0T0G2,Q85G62,Cyanidioschyzon merolae strain 10D,303,824.0,52.48,69.64,3.89833e-109
11,swissprot,A0T0G2,A2CI69,Chlorokybus atmophyticus,313,823.0,48.24,72.20,9.20353e-109
12,swissprot,A0T0G2,Q3MCB5,Trichormus variabilis ATCC 29413,337,821.0,44.21,64.69,3.26325e-108
13,swissprot,A0T0G2,O19892,Cyanidium caldarium,317,819.0,49.21,69.40,4.15752e-108
14,swissprot,A0T0G2,Q8YQ82,Nostoc sp. PCC 7120 = FACHB-418,337,817.0,44.21,64.09,1.62015e-107
15,swissprot,A0T0G2,Q4G384,Emiliania huxleyi,314,787.0,46.82,68.79,2.20954e-103
16,swissprot,A0T0G2,P39647,Bacillus subtilis subsp. subtilis str. 168,299,377.0,31.10,52.17,5.00037e-42
17,swissprot,A0T0G2,P25544,Allochromatium vinosum,302,322.0,26.82,47.68,7.41599e-34
18,swissprot,A0T0G2,Q55459,Synechocystis sp. PCC 6803 substr. Kazusa,304,303.0,26.64,49.34,4.08169e-31
19,swissprot,A0T0G2,P0ACR4,Escherichia coli K-12,293,297.0,27.65,51.54,2.16178e-30
20,swissprot,A0T0G2,P25545,Xanthobacter flavus,333,291.0,23.72,43.54,3.65673e-29
1,swissprot,A0T0G3,A0T0G3,Phaeodactylum tricornutum CCAP 1055/1,105,531.0,100.00,100.00,6.67029e-71
2,swissprot,A0T0G3,P49557,Trieres chinensis,105,497.0,91.43,97.14,1.07269e-65
3,swissprot,A0T0G3,A0T0V6,Thalassiosira pseudonana,105,481.0,89.52,95.24,2.86361e-63
4,swissprot,A0T0G3,O78429,Guillardia theta,104,358.0,61.54,79.81,1.52163e-44
5,swissprot,A0T0G3,Q2JT18,Synechococcus sp. JA-3-3Ab,135,331.0,43.70,60.00,6.04956e-40
6,swissprot,A0T0G3,A2C4B7,Prochlorococcus marinus str. NATL1A,139,328.0,43.17,56.12,1.7662e-39
7,swissprot,A0T0G3,Q46JC2,Prochlorococcus marinus str. NATL2A,139,328.0,43.17,56.12,1.94889e-39
8,swissprot,A0T0G3,Q0I801,Synechococcus sp. CC9311,125,316.0,44.00,61.60,7.03249e-38
9,swissprot,A0T0G3,Q6B932,Gracilaria tenuistipitata var. liui,106,311.0,55.66,71.70,2.42925e-37
10,swissprot,A0T0G3,Q7VAN3,Prochlorococcus marinus subsp. marinus str. CCMP1375,152,308.0,36.18,48.03,2.53083e-36
11,swissprot,A0T0G3,B8HUY7,Cyanothece sp. PCC 7425,130,305.0,40.00,61.54,4.7214e-36
12,swissprot,A0T0G3,A5GN78,Synechococcus sp. WH 7803,124,301.0,41.13,59.68,1.34637e-35
13,swissprot,A0T0G3,A8G6F5,Prochlorococcus marinus str. MIT 9215,147,302.0,36.73,51.70,2.00879e-35
14,swissprot,A0T0G3,A5GV21,Synechococcus sp. RCC307,136,298.0,38.24,55.88,5.65256e-35
15,swissprot,A0T0G3,A3PEH8,Prochlorococcus marinus str. MIT 9301,146,299.0,37.67,51.37,5.87922e-35
16,swissprot,A0T0G3,Q319E3,Prochlorococcus marinus str. MIT 9312,146,297.0,36.99,50.68,1.15694e-34
17,swissprot,A0T0G3,Q7V0C2,Prochlorococcus marinus subsp. pastoris str. CCMP1986,146,297.0,36.30,52.74,1.34801e-34
18,swissprot,A0T0G3,A2BY51,Prochlorococcus marinus str. MIT 9515,146,295.0,36.30,53.42,2.56701e-34
19,swissprot,A0T0G3,A2C733,Prochlorococcus marinus str. MIT 9303,133,290.0,38.35,57.14,8.04349e-34
20,swissprot,A0T0G3,Q5N597,Synechococcus elongatus PCC 6301,127,287.0,42.52,60.63,2.37413e-33
1,swissprot,A0T0G4,A0T0G4,Phaeodactylum tricornutum CCAP 1055/1,83,423.0,100.00,100.00,4.49882e-55
2,swissprot,A0T0G4,P49561,Trieres chinensis,83,352.0,81.93,89.16,3.54383e-44
3,swissprot,A0T0G4,A0T0V7,Thalassiosira pseudonana,84,338.0,78.57,84.52,4.82662e-42
4,swissprot,A0T0G4,P51210,Porphyra purpurea,86,306.0,69.77,81.40,3.11971e-37
5,swissprot,A0T0G4,Q1XDS7,Neopyropia yezoensis,86,304.0,68.60,81.40,7.84109e-37
6,swissprot,A0T0G4,Q04Q89,Leptospira borgpetersenii serovar Hardjo-bovis str. JB197,84,286.0,65.48,77.38,4.15435e-34
7,swissprot,A0T0G4,B5YJ66,Thermodesulfovibrio yellowstonii DSM 11347,89,285.0,60.67,68.54,7.35746e-34
8,swissprot,A0T0G4,Q0I800,Synechococcus sp. CC9311,88,284.0,62.50,70.45,7.71871e-34
9,swissprot,A0T0G4,Q3AHR5,Synechococcus sp. CC9605,88,284.0,63.64,70.45,7.80384e-34
10,swissprot,A0T0G4,Q7U8R7,Parasynechococcus marenigrum WH 8102,88,284.0,63.64,69.32,7.8899e-34
11,swissprot,A0T0G4,C4K900,Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum),85,284.0,62.35,71.76,7.98905e-34
12,swissprot,A0T0G4,B7KFE2,Gloeothece citriformis PCC 7424,94,284.0,57.45,71.28,1.11854e-33
13,swissprot,A0T0G4,Q3A1D7,Syntrophotalea carbinolica DSM 2380,84,283.0,61.90,77.38,1.25798e-33
14,swissprot,A0T0G4,C6DKH7,Pectobacterium carotovorum subsp. carotovorum PC1,85,282.0,63.53,71.76,1.4929e-33
15,swissprot,A0T0G4,A5GN79,Synechococcus sp. WH 7803,89,282.0,60.67,69.66,2.01799e-33
16,swissprot,A0T0G4,Q6D9C5,Pectobacterium atrosepticum SCRI1043,85,281.0,63.53,71.76,2.07464e-33
17,swissprot,A0T0G4,A9WGJ4,Chloroflexus aurantiacus J-10-fl,91,281.0,57.14,73.63,2.66212e-33
18,swissprot,A0T0G4,A5GV22,Synechococcus sp. RCC307,87,281.0,62.07,71.26,2.70613e-33
19,swissprot,A0T0G4,B2IV09,Nostoc punctiforme PCC 73102,98,280.0,55.10,67.35,3.97218e-33
20,swissprot,A0T0G4,P74267,Synechocystis sp. PCC 6803 substr. Kazusa,87,279.0,58.62,79.31,5.05646e-33
1,swissprot,A0T0G5,A0T0G5,Phaeodactylum tricornutum CCAP 1055/1,886,4671.0,100.00,100.00,0.0
2,swissprot,A0T0G5,P49649,Trieres chinensis,888,3199.0,66.89,83.11,0.0
3,swissprot,A0T0G5,A0T0V8,Thalassiosira pseudonana,878,3134.0,67.77,82.00,0.0
4,swissprot,A0T0G5,O78441,Guillardia theta,877,2284.0,51.65,70.24,0.0
5,swissprot,A0T0G5,Q8DHU4,Thermosynechococcus vestitus BP-1,929,2255.0,47.69,66.42,0.0
6,swissprot,A0T0G5,A6MVS6,Rhodomonas salina,877,2244.0,51.31,70.47,0.0
7,swissprot,A0T0G5,B8HSJ5,Cyanothece sp. PCC 7425,932,2237.0,46.89,66.09,0.0
8,swissprot,A0T0G5,Q10VW7,Trichodesmium erythraeum IMS101,936,2224.0,46.79,65.81,0.0
9,swissprot,A0T0G5,Q3MB92,Trichormus variabilis ATCC 29413,930,2210.0,46.56,66.24,0.0
10,swissprot,A0T0G5,Q8YMS8,Nostoc sp. PCC 7120 = FACHB-418,930,2208.0,46.56,66.34,0.0
11,swissprot,A0T0G5,B7K818,Gloeothece citriformis PCC 7424,935,2201.0,47.91,66.42,0.0
12,swissprot,A0T0G5,B0C1V9,Acaryochloris marina MBIC11017,929,2201.0,46.82,65.88,0.0
13,swissprot,A0T0G5,B2IUA9,Nostoc punctiforme PCC 73102,930,2198.0,46.77,65.59,0.0
14,swissprot,A0T0G5,Q2JW99,Synechococcus sp. JA-3-3Ab,954,2167.0,45.07,63.63,0.0
15,swissprot,A0T0G5,B1X0K6,Crocosphaera subtropica ATCC 51142,933,2162.0,46.95,65.59,0.0
16,swissprot,A0T0G5,Q2JJ09,Synechococcus sp. JA-2-3B'a(2-13),957,2161.0,44.41,63.22,0.0
17,swissprot,A0T0G5,B0JLJ4,Microcystis aeruginosa NIES-843,938,2160.0,46.16,65.78,0.0
18,swissprot,A0T0G5,Q55709,Synechocystis sp. PCC 6803 substr. Kazusa,932,2159.0,46.24,65.88,0.0
19,swissprot,A0T0G5,B7K110,Rippkaea orientalis PCC 8801,935,2158.0,47.27,65.99,0.0
20,swissprot,A0T0G5,P51381,Porphyra purpurea,884,2153.0,48.87,68.55,0.0
1,swissprot,A0T0G6,A0T0G6,Phaeodactylum tricornutum CCAP 1055/1,48,224.0,100.00,100.00,8.56628e-26
2,swissprot,A0T0G6,P49566,Trieres chinensis,48,182.0,77.08,91.67,2.37211e-19
3,swissprot,A0T0G6,A0T0V9,Thalassiosira pseudonana,48,166.0,72.92,85.42,7.18301e-17
4,swissprot,A0T0G6,Q1XDU7,Neopyropia yezoensis,46,99.0,50.00,69.57,1.23706e-06
5,swissprot,A0T0G6,A9BBI9,Prochlorococcus marinus str. MIT 9211,45,96.0,57.78,66.67,3.40186e-06
6,swissprot,A0T0G6,Q4G392,Emiliania huxleyi,45,96.0,60.00,71.11,3.71404e-06
7,swissprot,A0T0G6,B2J0Q6,Nostoc punctiforme PCC 73102,44,93.0,56.82,65.91,8.38492e-06
8,swissprot,A0T0G6,P51190,Porphyra purpurea,46,93.0,47.83,63.04,9.62956e-06
9,swissprot,A0T0G6,P49164,Olisthodiscus luteus,42,92.0,57.14,66.67,1.10898e-05
10,swissprot,A0T0G6,B7KHE4,Gloeothece citriformis PCC 7424,48,92.0,50.00,66.67,1.50461e-05
11,swissprot,A0T0G6,O86448,Pseudanabaena sp. PCC 6903,46,90.0,52.17,63.04,3.18402e-05
12,swissprot,A0T0G6,Q98R56,Mycoplasmopsis pulmonis UAB CTIP,48,89.0,50.00,68.75,3.90708e-05
13,swissprot,A0T0G6,P48130,Cyanophora paradoxa,46,88.0,52.17,63.04,6.01587e-05
14,swissprot,A0T0G6,Q10VQ4,Trichodesmium erythraeum IMS101,46,88.0,52.17,63.04,6.21714e-05
15,swissprot,A0T0G6,Q4A749,Mycoplasma hyopneumoniae 7448,47,87.0,40.43,48.94,7.07733e-05
16,swissprot,A0T0G6,B2GEU7,Limosilactobacillus fermentum IFO 3956,44,86.0,47.73,65.91,0.00010692
17,swissprot,A0T0G6,O78440,Guillardia theta,46,86.0,47.83,60.87,0.00011119
18,swissprot,A0T0G6,B1XJD1,Synechococcus sp. PCC 7002,45,86.0,53.33,64.44,0.000117725
19,swissprot,A0T0G6,Q0ATU1,Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,44,85.0,50.00,68.18,0.000142211
20,swissprot,A0T0G6,Q55004,Synechocystis sp. PCC 6803 substr. Kazusa,45,85.0,51.11,64.44,0.000169073
1,swissprot,A0T0G8,A0T0G8,Phaeodactylum tricornutum CCAP 1055/1,420,2178.0,100.00,100.00,0.0
2,swissprot,A0T0G8,P49539,Trieres chinensis,421,1534.0,66.75,81.95,0.0
3,swissprot,A0T0G8,A0T0W1,Thalassiosira pseudonana,421,1507.0,68.17,82.19,0.0
4,swissprot,A0T0G8,B0CDA5,Acaryochloris marina MBIC11017,456,996.0,40.13,60.75,2.97601e-131
5,swissprot,A0T0G8,O68616,Synechococcus sp. PCC 7002,462,959.0,37.66,58.23,1.69534e-125
6,swissprot,A0T0G8,B1WRN9,Crocosphaera subtropica ATCC 51142,451,955.0,41.69,60.75,3.80975e-125
7,swissprot,A0T0G8,Q3M6F7,Trichormus variabilis ATCC 29413,461,949.0,40.78,59.87,4.70409e-124
8,swissprot,A0T0G8,Q9R6Y2,Nostoc sp. PCC 7120 = FACHB-418,461,948.0,40.78,59.87,6.80427e-124
9,swissprot,A0T0G8,B2J814,Nostoc punctiforme PCC 73102,465,935.0,40.43,58.92,8.67614e-122
10,swissprot,A0T0G8,B0JHI7,Microcystis aeruginosa NIES-843,447,917.0,40.72,59.51,2.0018e-119
11,swissprot,A0T0G8,Q118K5,Trichodesmium erythraeum IMS101,472,918.0,37.50,53.18,2.88385e-119
12,swissprot,A0T0G8,Q2JXK6,Synechococcus sp. JA-3-3Ab,478,902.0,36.61,53.35,1.22383e-116
13,swissprot,A0T0G8,B2XTT2,Heterosigma akashiwo CCMP452,426,891.0,46.24,65.26,7.75715e-116
14,swissprot,A0T0G8,B2XTC6,Heterosigma akashiwo NIES-293,423,884.0,45.86,64.54,8.18796e-115
15,swissprot,A0T0G8,P73912,Synechocystis sp. PCC 6803 substr. Kazusa,458,884.0,36.24,54.80,2.75054e-114
16,swissprot,A0T0G8,Q1XDC4,Neopyropia yezoensis,440,879.0,43.86,62.73,9.36369e-114
17,swissprot,A0T0G8,Q2JNP5,Synechococcus sp. JA-2-3B'a(2-13),469,879.0,37.74,54.37,2.14229e-113
18,swissprot,A0T0G8,Q31RG5,Synechococcus elongatus PCC 7942 = FACHB-805,456,878.0,33.99,54.17,2.3069e-113
19,swissprot,A0T0G8,Q8DL16,Thermosynechococcus vestitus BP-1,442,865.0,40.05,59.95,1.20069e-111
20,swissprot,A0T0G8,P51363,Porphyra purpurea,437,841.0,41.19,64.30,4.12774e-108
1,swissprot,A0T0G9,A0T0G9,Phaeodactylum tricornutum CCAP 1055/1,360,1897.0,100.00,100.00,0.0
2,swissprot,A0T0G9,P49460,Trieres chinensis,360,1861.0,97.50,98.89,0.0
3,swissprot,A0T0G9,A0T0W2,Thalassiosira pseudonana,360,1850.0,96.67,98.61,0.0
4,swissprot,A0T0G9,A6MVT2,Rhodomonas salina,360,1745.0,91.39,95.00,0.0
5,swissprot,A0T0G9,Q32389,Heterosigma akashiwo,360,1744.0,95.56,97.50,0.0
6,swissprot,A0T0G9,P48265,Bumilleriopsis filiformis,360,1737.0,94.44,98.06,0.0
7,swissprot,A0T0G9,O78446,Guillardia theta,360,1736.0,91.11,94.72,0.0
8,swissprot,A0T0G9,P12719,Cyanophora paradoxa,360,1730.0,89.44,95.56,0.0
9,swissprot,A0T0G9,O19895,Cyanidium caldarium,360,1729.0,88.33,95.00,0.0
10,swissprot,A0T0G9,Q3MAB1,Trichormus variabilis ATCC 29413,360,1726.0,87.50,95.28,0.0
11,swissprot,A0T0G9,Q85G59,Cyanidioschyzon merolae strain 10D,360,1722.0,88.89,95.00,0.0
12,swissprot,A0T0G9,P31694,Nostoc sp. PCC 7120 = FACHB-418,360,1720.0,86.94,95.28,0.0
13,swissprot,A0T0G9,B1XM24,Synechococcus sp. PCC 7002,360,1717.0,87.22,94.44,0.0
14,swissprot,A0T0G9,B1XMC3,Synechococcus sp. PCC 7002,360,1715.0,86.94,94.44,0.0
15,swissprot,A0T0G9,P04997,Synechococcus elongatus PCC 7942 = FACHB-805,360,1715.0,86.39,94.72,0.0
16,swissprot,A0T0G9,Q3MB78,Trichormus variabilis ATCC 29413,360,1710.0,86.11,94.72,0.0
17,swissprot,A0T0G9,P46242,Nostoc sp. PCC 7120 = FACHB-418,360,1709.0,85.83,94.72,0.0
18,swissprot,A0T0G9,P07063,Microchaete diplosiphon,360,1708.0,85.83,94.72,0.0
19,swissprot,A0T0G9,Q5N4D2,Synechococcus elongatus PCC 6301,360,1708.0,86.11,94.44,0.0
20,swissprot,A0T0G9,P29270,Trichormus azollae,360,1706.0,85.56,95.00,0.0
1,swissprot,A0T0H2,A0T0H2,Phaeodactylum tricornutum CCAP 1055/1,203,1057.0,100.00,100.00,6.90713e-148
2,swissprot,A0T0H2,P49492,Trieres chinensis,206,732.0,70.39,84.47,2.42426e-98
3,swissprot,A0T0H2,A0T0W7,Thalassiosira pseudonana,205,680.0,64.88,80.49,1.91591e-90
4,swissprot,A0T0H2,Q31N52,Synechococcus elongatus PCC 7942 = FACHB-805,202,601.0,55.94,74.26,2.18988e-78
5,swissprot,A0T0H2,B2J1M8,Nostoc punctiforme PCC 73102,202,587.0,54.95,73.76,2.38401e-76
6,swissprot,A0T0H2,A9BE29,Prochlorococcus marinus str. MIT 9211,202,585.0,52.97,74.26,4.74666e-76
7,swissprot,A0T0H2,A2CBJ1,Prochlorococcus marinus str. MIT 9303,202,583.0,50.99,74.26,1.07751e-75
8,swissprot,A0T0H2,Q4G3A4,Emiliania huxleyi,202,581.0,54.46,75.74,2.16882e-75
9,swissprot,A0T0H2,Q7U5K9,Parasynechococcus marenigrum WH 8102,202,581.0,52.48,73.76,2.21675e-75
10,swissprot,A0T0H2,Q3ALH7,Synechococcus sp. CC9605,202,580.0,52.97,73.76,3.0435e-75
11,swissprot,A0T0H2,A5GJA2,Synechococcus sp. WH 7803,202,579.0,52.97,73.76,4.61049e-75
12,swissprot,A0T0H2,Q7VDG7,Prochlorococcus marinus subsp. marinus str. CCMP1375,202,579.0,52.48,73.27,4.76416e-75
13,swissprot,A0T0H2,Q119M5,Trichodesmium erythraeum IMS101,202,578.0,54.95,73.27,5.31438e-75
