Protein1,Protein2,DB,Organism,Length,Score,Identities,Positives,E
A0T0F6,B1XIQ9,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,116,493,69.8,89.6,7.7e-32
A0T0F6,B2J0D0,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,118,493,71.7,91.5,7.9e-32
A0T0F6,Q8YRL8,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,118,493,71.7,91.5,7.9e-32
A0T0F6,Q9TLS0,SP,Cyanidium caldarium ,115,492,70.9,87.3,9.1e-32
A0T0F6,B0JSJ8,SP,Microcystis aeruginosa (strain NIES-843 / IAM M-2473) ,115,491,71.7,88.7,1.1e-31
A0T0F6,B7K6S6,SP,Gloeothece citriformis (strain PCC 7424) ,117,490,71.7,89.6,1.3e-31
A0T0F6,B7K4V4,SP,Rippkaea orientalis (strain PCC 8801) ,117,489,68.9,90.6,1.6e-31
A0T0F6,Q3M7I1,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,118,489,70.8,91.5,1.6e-31
A0T0F6,P48957,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,117,485,66.4,90.0,3.3e-31
A0T0F6,A6MVY4,SP,Rhodomonas salina ,116,483,67.0,86.6,4.7e-31
A0T0F6,Q6B8T4,SP,Gracilaria tenuistipitata var. liui ,118,483,62.5,91.1,4.8e-31
A0T0F6,P14809,SP,Cyanophora paradoxa ,114,477,68.2,85.5,1.4e-30
A0T0F6,Q9MUP7,SP,Mesostigma viride ,115,477,67.3,90.0,1.4e-30
A0T0F6,O78495,SP,Guillardia theta ,114,475,66.1,87.2,1.9e-30
A0T0F6,B0BZS8,SP,Acaryochloris marina (strain MBIC 11017) ,116,470,62.7,89.1,4.9e-30
A0T0F8,A0T0F8,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,76,473,100.0,100.0,1.5e-27
A0T0F8,P49517,SP,Trieres chinensis ,80,306,61.1,94.4,1.6e-15
A0T0F8,P27060,SP,Cylindrotheca sp. (strain N1) ,80,304,59.5,90.5,2.3e-15
A0T0F8,Q6MLJ8,SP,Bdellovibrio bacteriovorus (strain ATCC 15356 / DSM 50701 / NCIMB 9529 / HD100) ,78,260,55.1,88.4,3.2e-12
A0T0F8,Q8R9W1,SP,Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) ,76,256,52.2,87.0,6.1e-12
A0T0F8,A7Z4L2,SP,Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42) ,77,256,52.7,83.8,6.2e-12
A0T0F8,P80643,SP,Bacillus subtilis (strain 168) ,77,256,52.7,83.8,6.2e-12
A0T0F8,B0K1W0,SP,Thermoanaerobacter sp. (strain X514) ,75,255,52.2,87.0,7.1e-12
A0T0F8,B0K9X7,SP,Thermoanaerobacter pseudethanolicus (strain ATCC 33223 / 39E) ,75,255,52.2,87.0,7.1e-12
A0T0F8,A7ZF37,SP,Campylobacter concisus (strain 13826) ,77,254,53.5,87.3,8.6e-12
A0T0F8,Q9KA04,SP,Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) ,77,254,54.1,82.4,8.6e-12
A0T0F8,Q5WFM5,SP,Alkalihalobacillus clausii (strain KSM-K16) ,77,254,52.6,82.9,8.6e-12
A0T0F8,Q97IA5,SP,Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787) ,77,252,47.1,87.1,1.2e-11
A0T0F8,Q2JQZ8,SP,Synechococcus sp. (strain JA-3-3Ab) ,81,251,55.1,88.4,1.5e-11
A0T0F8,C0ZFP2,SP,Brevibacillus brevis (strain 47 / JCM 6285 / NBRC 100599) ,77,250,50.0,85.1,1.7e-11
A0T0F8,A8FD57,SP,Bacillus pumilus (strain SAFR-032) ,77,249,52.1,82.2,2e-11
A0T0F8,B2A2M9,SP,Natranaerobius thermophilus (strain ATCC BAA-1301 / DSM 18059 / JW/NM-WN-LF) ,76,246,48.6,84.7,3.2e-11
A0T0F8,Q65JQ6,SP,Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46) ,77,246,52.1,80.8,3.3e-11
A0T0F8,A6SXQ2,SP,Janthinobacterium sp. (strain Marseille) ,79,245,52.8,86.1,3.9e-11
A0T0F8,A4G6S9,SP,Herminiimonas arsenicoxydans ,80,245,52.8,86.1,4e-11
A0T0G0,A0T0G0,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,36,223,100.0,100.0,2.8e-17
A0T0G0,A0T0V3,SP,Thalassiosira pseudonana ,36,214,94.4,100.0,2.7e-16
A0T0G0,P49543,SP,Trieres chinensis ,36,200,91.2,100.0,8.9e-15
A0T0G0,Q4G385,SP,Emiliania huxleyi ,35,163,67.6,91.2,9.1e-11
A0T0G0,Q1XDT1,SP,Neopyropia yezoensis ,36,153,58.8,94.1,1.1e-09
A0T0G0,P51206,SP,Porphyra purpurea ,36,152,55.9,94.1,1.5e-09
A0T0G0,Q6B935,SP,Gracilaria tenuistipitata var. liui ,34,148,58.8,88.2,3.7e-09
A0T0G0,Q31LS7,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,40,144,60.6,90.9,1.2e-08
A0T0G0,Q5N047,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,40,144,60.6,90.9,1.2e-08
A0T0G0,B7KIS7,SP,Gloeothece citriformis (strain PCC 7424) ,41,143,55.9,88.2,1.6e-08
A0T0G0,B7JX92,SP,Rippkaea orientalis (strain PCC 8801) ,39,142,54.3,91.4,2e-08
A0T0G0,A5GU84,SP,Synechococcus sp. (strain RCC307) ,40,142,56.8,83.8,2e-08
A0T0G0,O78433,SP,Guillardia theta ,37,141,58.8,88.2,2.4e-08
A0T0G0,P59908,SP,Parasynechococcus marenigrum (strain WH8102) ,43,138,56.8,86.5,6e-08
A0T0G0,A5GLJ4,SP,Synechococcus sp. (strain WH7803) ,40,137,54.1,81.1,7.1e-08
A0T0G0,B2J1B5,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,41,134,56.2,84.4,1.5e-07
A0T0G0,Q10WA3,SP,Trichodesmium erythraeum (strain IMS101) ,39,132,51.5,87.9,2.4e-07
A0T0G0,Q85G61,SP,Cyanidioschyzon merolae (strain NIES-3377 / 10D) ,35,129,45.5,84.8,4.5e-07
A0T0G0,O19893,SP,Cyanidium caldarium ,37,129,47.1,79.4,4.8e-07
A0T0G0,P73676,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,39,128,56.2,87.5,6.5e-07
A0T0G1,A0T0G1,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,55,344,100.0,100.0,7.9e-22
A0T0G1,A0T0V4,SP,Thalassiosira pseudonana ,54,285,81.5,96.3,5.5e-17
A0T0G1,P49564,SP,Trieres chinensis ,58,272,77.8,96.3,6.9e-16
A0T0G1,P51207,SP,Porphyra purpurea ,59,223,71.4,89.8,7.4e-12
A0T0G1,Q1XDT0,SP,Neopyropia yezoensis ,59,210,64.0,88.0,8.7e-11
A0T0G1,B1XQI5,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,55,202,60.0,81.8,3.7e-10
A0T0G1,Q7VBW1,SP,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) ,57,201,59.3,83.3,4.6e-10
A0T0G1,Q118B3,SP,Trichodesmium erythraeum (strain IMS101) ,58,200,60.0,80.0,5.7e-10
A0T0G1,Q31PJ2,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,58,200,56.4,81.8,5.7e-10
A0T0G1,Q5N4N2,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,58,200,56.4,81.8,5.7e-10
A0T0G1,Q0IAJ5,SP,Synechococcus sp. (strain CC9311) ,56,199,54.5,83.6,6.6e-10
A0T0G1,Q7YJT5,SP,Calycanthus floridus var. glaucus ,57,197,67.4,84.8,9.9e-10
A0T0G1,Q6B934,SP,Gracilaria tenuistipitata var. liui ,57,197,62.5,89.6,9.9e-10
A0T0G1,A8G4Y1,SP,Prochlorococcus marinus (strain MIT 9215) ,56,196,58.2,80.0,1.2e-09
A0T0G1,Q7U6X6,SP,Parasynechococcus marenigrum (strain WH8102) ,58,196,53.6,85.7,1.2e-09
A0T0G1,A5GKS6,SP,Synechococcus sp. (strain WH7803) ,58,196,54.5,81.8,1.2e-09
A0T0G1,A3PD13,SP,Prochlorococcus marinus (strain MIT 9301) ,56,195,58.2,80.0,1.4e-09
A0T0G1,A2BR89,SP,Prochlorococcus marinus (strain AS9601) ,56,195,58.2,80.0,1.4e-09
A0T0G1,Q31AT8,SP,Prochlorococcus marinus (strain MIT 9312) ,56,194,58.2,80.0,1.7e-09
A0T0G1,Q7V1L2,SP,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) ,58,194,58.2,80.0,1.8e-09
A0T0G2,A0T0G2,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,307,1867,100.0,100.0,1.2e-112
A0T0G2,A0T0V5,SP,Thalassiosira pseudonana ,307,1421,74.1,91.5,4.8e-84
A0T0G2,P49518,SP,Trieres chinensis ,309,1395,74.3,90.8,2.3e-82
A0T0G2,P51205,SP,Porphyra purpurea ,317,1065,55.3,82.0,3.4e-61
A0T0G2,Q1XDT2,SP,Neopyropia yezoensis ,317,1064,55.3,82.0,4e-61
A0T0G2,Q6B936,SP,Gracilaria tenuistipitata var. liui ,309,1060,56.0,83.0,7e-61
A0T0G2,P48271,SP,Cyanophora paradoxa ,324,1053,54.5,83.5,2.1e-60
A0T0G2,P73123,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,345,1032,52.9,84.8,5e-59
A0T0G2,O78432,SP,Guillardia theta ,310,1029,53.0,83.0,6.8e-59
A0T0G2,O19892,SP,Cyanidium caldarium ,317,1010,52.5,83.2,1.2e-57
A0T0G2,A2CI69,SP,Chlorokybus atmophyticus ,313,999,50.8,83.5,5.8e-57
A0T0G2,Q85G62,SP,Cyanidioschyzon merolae (strain NIES-3377 / 10D) ,303,996,53.5,80.1,8.6e-57
A0T0G2,Q3MCB5,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,337,990,50.2,83.8,2.4e-56
A0T0G2,Q8YQ82,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,337,983,50.2,83.2,6.8e-56
A0T0G2,Q4G384,SP,Emiliania huxleyi ,314,961,49.0,82.0,1.6e-54
A0T0G2,P39647,SP,Bacillus subtilis (strain 168) ,299,514,32.0,68.7,7e-26
A0T0G2,Q55459,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,304,431,28.6,65.6,1.5e-20
A0T0G2,P25544,SP,Allochromatium vinosum ,302,426,28.7,64.4,3.1e-20
A0T0G2,P25545,SP,Xanthobacter flavus ,333,412,28.3,65.6,2.8e-19
A0T0G2,Q5N5I5,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,323,404,28.4,66.5,8.8e-19
A0T0G3,A0T0G3,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,105,675,100.0,100.0,5.8e-43
A0T0G3,P49557,SP,Trieres chinensis ,105,630,91.4,97.1,1.2e-39
A0T0G3,A0T0V6,SP,Thalassiosira pseudonana ,105,613,89.5,96.2,2.1e-38
A0T0G3,O78429,SP,Guillardia theta ,104,455,62.1,88.3,8.9e-27
A0T0G3,Q1XDS8,SP,Neopyropia yezoensis ,104,420,56.9,86.3,3.4e-24
A0T0G3,P51209,SP,Porphyra purpurea ,104,414,55.3,87.4,9.3e-24
A0T0G3,Q2JT18,SP,Synechococcus sp. (strain JA-3-3Ab) ,135,415,55.7,84.9,1e-23
A0T0G3,Q9Z3H5,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,127,410,52.9,84.6,2.3e-23
A0T0G3,Q6B932,SP,Gracilaria tenuistipitata var. liui ,106,408,58.4,84.2,2.6e-23
A0T0G3,Q46JC2,SP,Prochlorococcus marinus (strain NATL2A) ,139,409,58.8,83.3,3e-23
A0T0G3,A2C4B7,SP,Prochlorococcus marinus (strain NATL1A) ,139,409,58.8,83.3,3e-23
A0T0G3,Q0I801,SP,Synechococcus sp. (strain CC9311) ,125,400,53.9,86.3,1.2e-22
A0T0G3,Q10ZG6,SP,Trichodesmium erythraeum (strain IMS101) ,136,398,53.3,84.8,1.9e-22
A0T0G3,Q5N597,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,127,397,51.9,82.7,2.1e-22
A0T0G3,Q2JNE1,SP,Synechococcus sp. (strain JA-2-3B'a(2-13)) ,141,396,53.8,84.0,2.8e-22
A0T0G3,B7JZA4,SP,Rippkaea orientalis (strain PCC 8801) ,123,390,50.5,84.8,6.5e-22
A0T0G3,Q8Z0F0,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,130,388,49.5,84.8,9.8e-22
A0T0G3,Q7VAN3,SP,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) ,152,388,55.0,83.0,1.2e-21
A0T0G3,Q3MCZ7,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,130,384,49.5,84.8,1.9e-21
A0T0G3,Q8DMF1,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,111,382,49.5,83.8,2.3e-21
A0T0G4,A0T0G4,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,83,553,100.0,100.0,7.7e-37
A0T0G4,P49561,SP,Trieres chinensis ,83,460,82.9,92.7,1.6e-29
A0T0G4,A0T0V7,SP,Thalassiosira pseudonana ,84,436,80.5,89.0,1.3e-27
A0T0G4,P51210,SP,Porphyra purpurea ,86,393,74.1,87.7,3.2e-24
A0T0G4,Q1XDS7,SP,Neopyropia yezoensis ,86,389,72.8,87.7,6.6e-24
A0T0G4,C4K900,SP,Hamiltonella defensa subsp. Acyrthosiphon pisum (strain 5AT) ,85,378,72.4,94.7,4.8e-23
A0T0G4,Q04Q89,SP,Leptospira borgpetersenii serovar Hardjo-bovis (strain JB197) ,84,376,67.9,88.9,6.8e-23
A0T0G4,Q054P5,SP,Leptospira borgpetersenii serovar Hardjo-bovis (strain L550) ,84,376,67.9,88.9,6.8e-23
A0T0G4,Q72NQ6,SP,Leptospira interrogans serogroup Icterohaemorrhagiae serovar copenhageni (strain Fiocruz L1-130) ,84,376,67.9,88.9,6.8e-23
A0T0G4,Q8F7U1,SP,Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) ,84,376,67.9,88.9,6.8e-23
A0T0G4,Q6D9C5,SP,Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) ,85,376,68.7,88.0,6.9e-23
A0T0G4,Q3A1D7,SP,Syntrophotalea carbinolica (strain DSM 2380 / NBRC 103641 / GraBd1) ,84,375,64.2,90.1,8.1e-23
A0T0G4,C6DKH7,SP,Pectobacterium carotovorum subsp. carotovorum (strain PC1) ,85,375,68.7,88.0,8.2e-23
A0T0G4,Q747N0,SP,Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) ,85,372,64.2,86.4,1.4e-22
A0T0G4,B5YJ66,SP,Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87) ,89,372,66.7,86.4,1.5e-22
A0T0G4,Q39QR5,SP,Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) ,85,369,63.0,87.7,2.4e-22
A0T0G4,B7KFE2,SP,Gloeothece citriformis (strain PCC 7424) ,94,368,66.7,88.9,3.3e-22
A0T0G4,A6TEK4,SP,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578) ,85,367,67.5,86.7,3.5e-22
A0T0G4,B5XSV6,SP,Klebsiella pneumoniae (strain 342) ,85,367,67.5,86.7,3.5e-22
A0T0G4,Q8Z0F1,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,92,367,66.7,86.4,3.8e-22
A0T0G5,A0T0G5,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,886,5664,100.0,100.0,0.0
A0T0G5,P49649,SP,Trieres chinensis ,888,3955,66.8,88.8,0.0
A0T0G5,A0T0V8,SP,Thalassiosira pseudonana ,878,3882,67.2,88.2,0.0
A0T0G5,P51381,SP,Porphyra purpurea ,884,2730,48.4,78.0,3.7e-161
A0T0G5,Q1XDA6,SP,Neopyropia yezoensis ,884,2714,48.2,78.3,1.1e-159
A0T0G5,Q6B8L3,SP,Gracilaria tenuistipitata var. liui ,882,2593,47.4,77.5,5e-153
A0T0G5,O19911,SP,Cyanidium caldarium ,895,2549,46.8,76.9,3.2e-150
A0T0G5,Q01570,SP,Diacronema lutheri ,891,2477,44.6,76.9,8e-146
A0T0G5,Q4G377,SP,Emiliania huxleyi ,881,2698,49.0,77.1,6.6e-144
A0T0G5,Q8DHU4,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,929,2782,48.6,77.4,4.2e-120
A0T0G5,Q10VW7,SP,Trichodesmium erythraeum (strain IMS101) ,936,2758,47.6,75.9,1.3e-119
A0T0G5,O78441,SP,Guillardia theta ,877,2897,51.8,79.7,2.5e-119
A0T0G5,B8HSJ5,SP,Cyanothece sp. (strain PCC 7425 / ATCC 29141) ,932,2764,47.4,76.9,8.5e-119
A0T0G5,Q3MB92,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,930,2747,47.3,77.9,2.3e-118
A0T0G5,Q8YMS8,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,930,2739,47.2,77.7,3.1e-118
A0T0G5,B0C1V9,SP,Acaryochloris marina (strain MBIC 11017) ,929,2745,47.3,77.8,5.4e-118
A0T0G5,Q06461,SP,Antithamnion sp. ,878,2613,48.1,77.9,5.8e-118
A0T0G5,A6MVS6,SP,Rhodomonas salina ,877,2838,51.1,78.4,1e-116
A0T0G5,B2IUA9,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,930,2718,46.8,76.2,1.1e-116
A0T0G5,Q2JW99,SP,Synechococcus sp. (strain JA-3-3Ab) ,954,2676,47.3,75.8,4.1e-116
A0T0G6,A0T0G6,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,48,301,100.0,100.0,3.8e-19
A0T0G6,P49566,SP,Trieres chinensis ,48,247,77.1,95.8,1.5e-14
A0T0G6,A0T0V9,SP,Thalassiosira pseudonana ,48,226,72.9,91.7,9.3e-13
A0T0G6,Q1XDU7,SP,Neopyropia yezoensis ,46,152,52.3,86.4,1.8e-06
A0T0G6,B2J0Q6,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,44,148,56.8,79.5,3.8e-06
A0T0G6,A9BBI9,SP,Prochlorococcus marinus (strain MIT 9211) ,45,148,56.5,78.3,3.9e-06
A0T0G6,P51190,SP,Porphyra purpurea ,46,145,50.0,86.4,7.1e-06
A0T0G6,O86448,SP,Pseudanabaena sp. (strain PCC 6903) ,46,143,53.3,75.6,1.1e-05
A0T0G6,B7KHE4,SP,Gloeothece citriformis (strain PCC 7424) ,48,143,52.2,80.4,1.1e-05
A0T0G6,A5GN09,SP,Synechococcus sp. (strain WH7803) ,45,142,52.2,78.3,1.3e-05
A0T0G6,Q7U525,SP,Parasynechococcus marenigrum (strain WH8102) ,45,142,52.2,78.3,1.3e-05
A0T0G6,A2C404,SP,Prochlorococcus marinus (strain NATL1A) ,45,142,50.0,78.3,1.3e-05
A0T0G6,Q46JN5,SP,Prochlorococcus marinus (strain NATL2A) ,45,142,50.0,78.3,1.3e-05
A0T0G6,P49164,SP,Olisthodiscus luteus ,42,141,55.8,81.4,1.4e-05
A0T0G6,A2C7A4,SP,Prochlorococcus marinus (strain MIT 9303) ,45,141,52.2,76.1,1.5e-05
A0T0G6,Q4G392,SP,Emiliania huxleyi ,45,141,54.3,73.9,1.5e-05
A0T0G6,A5GRN4,SP,Synechococcus sp. (strain RCC307) ,45,141,52.2,76.1,1.5e-05
A0T0G6,Q3AV42,SP,Synechococcus sp. (strain CC9902) ,45,141,52.2,76.1,1.5e-05
A0T0G6,P48130,SP,Cyanophora paradoxa ,46,140,54.5,72.7,1.9e-05
A0T0G6,Q7VB02,SP,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) ,45,139,52.2,78.3,2.3e-05
A0T0G8,A0T0G8,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,420,2729,100.0,100.0,1.1e-176
A0T0G8,A0T0W1,SP,Thalassiosira pseudonana ,421,1995,68.2,91.2,3.7e-127
A0T0G8,P49539,SP,Trieres chinensis ,421,1969,66.7,90.3,2.1e-125
A0T0G8,Q1XDC4,SP,Neopyropia yezoensis ,440,1275,45.4,79.5,1.5e-78
A0T0G8,P51363,SP,Porphyra purpurea ,437,1257,42.8,79.1,2.4e-77
A0T0G8,B2XTT2,SP,Heterosigma akashiwo (strain CCMP452 / OLISTH) ,426,1256,46.0,76.6,2.7e-77
A0T0G8,Q3M6F7,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,461,1256,44.2,75.2,3e-77
A0T0G8,Q9R6Y2,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,461,1256,44.2,75.0,3e-77
A0T0G8,B0CDA5,SP,Acaryochloris marina (strain MBIC 11017) ,456,1251,43.2,75.0,6.5e-77
A0T0G8,Q118K5,SP,Trichodesmium erythraeum (strain IMS101) ,472,1250,44.8,75.5,7.9e-77
A0T0G8,B2XTC6,SP,Heterosigma akashiwo (strain NIES-293 / 8280G21-1) ,423,1243,46.9,77.3,2e-76
A0T0G8,B1WRN9,SP,Crocosphaera subtropica (strain ATCC 51142 / BH68) ,451,1236,44.1,75.4,6.6e-76
A0T0G8,B2J814,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,465,1237,43.9,75.0,8e-76
A0T0G8,B0JHI7,SP,Microcystis aeruginosa (strain NIES-843 / IAM M-2473) ,447,1225,42.9,75.2,3.6e-75
A0T0G8,O68616,SP,Synechococcus sp. (strain ATCC 27264 / PCC 7002 / PR-6) ,462,1224,41.6,75.8,4.4e-75
A0T0G8,Q8DL16,SP,Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1) ,442,1194,41.5,74.6,4.4e-73
A0T0G8,Q31RG5,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,456,1157,40.0,73.2,1.4e-70
A0T0G8,Q9R6T0,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,456,1157,40.0,73.2,1.4e-70
A0T0G8,P73912,SP,Synechocystis sp. (strain PCC 6803 / Kazusa) ,458,1202,41.6,75.5,2.7e-70
A0T0G8,A6MVS2,SP,Rhodomonas salina ,441,1140,40.3,76.8,1.9e-69
A0T0G9,A0T0G9,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,360,2431,100.0,100.0,1e-167
A0T0G9,P49460,SP,Trieres chinensis ,360,2390,97.5,99.7,9.2e-165
A0T0G9,A0T0W2,SP,Thalassiosira pseudonana ,360,2376,96.9,99.7,9.4e-164
A0T0G9,Q32389,SP,Heterosigma akashiwo ,360,2337,95.6,98.9,6.1e-161
A0T0G9,P48265,SP,Bumilleriopsis filiformis ,360,2324,94.7,98.9,5.3e-160
A0T0G9,Q1XDS5,SP,Neopyropia yezoensis ,360,2261,91.9,97.8,1.8e-155
A0T0G9,P51212,SP,Porphyra purpurea ,360,2253,91.7,97.8,7e-155
A0T0G9,A6MVT2,SP,Rhodomonas salina ,360,2245,91.4,97.5,2.6e-154
A0T0G9,Q4G3F2,SP,Emiliania huxleyi ,360,2240,89.9,97.8,6e-154
A0T0G9,O78446,SP,Guillardia theta ,360,2234,91.1,97.2,1.6e-153
A0T0G9,P24726,SP,Ectocarpus siliculosus ,360,2233,90.8,96.7,1.9e-153
A0T0G9,O98733,SP,Palmaria palmata ,360,2228,90.3,96.9,4.4e-153
A0T0G9,Q6B929,SP,Gracilaria tenuistipitata var. liui ,360,2228,90.6,97.5,4.4e-153
A0T0G9,Q3MAB1,SP,Trichormus variabilis (strain ATCC 29413 / PCC 7937) ,360,2225,87.5,96.9,7.3e-153
A0T0G9,P12719,SP,Cyanophora paradoxa ,360,2223,89.7,97.2,1e-152
A0T0G9,P31694,SP,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576) ,360,2219,86.9,96.9,2e-152
A0T0G9,Q85G59,SP,Cyanidioschyzon merolae (strain NIES-3377 / 10D) ,360,2215,89.4,97.2,3.8e-152
A0T0G9,O19895,SP,Cyanidium caldarium ,360,2215,88.6,98.1,3.8e-152
A0T0G9,P04997,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,360,2213,86.4,97.2,5.3e-152
A0T0G9,Q5N5R2,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,360,2213,86.4,97.2,5.3e-152
A0T0H2,A0T0H2,SP,Phaeodactylum tricornutum (strain CCAP 1055/1) ,203,1296,100.0,100.0,9.7e-88
A0T0H2,P49492,SP,Trieres chinensis ,206,971,70.4,90.3,6.2e-64
A0T0H2,A0T0W7,SP,Thalassiosira pseudonana ,205,901,65.4,86.8,8.2e-59
A0T0H2,Q31N52,SP,Synechococcus elongatus (strain PCC 7942 / FACHB-805) ,202,753,55.7,79.8,5.5e-48
A0T0H2,Q5MZ57,SP,Synechococcus sp. (strain ATCC 27144 / PCC 6301 / SAUG 1402/1) ,202,753,55.7,79.8,5.5e-48
A0T0H2,A2BV69,SP,Prochlorococcus marinus (strain MIT 9515) ,202,749,54.7,81.3,1.1e-47
A0T0H2,Q31CC9,SP,Prochlorococcus marinus (strain MIT 9312) ,202,745,54.7,80.8,2.1e-47
A0T0H2,Q7V2R1,SP,Prochlorococcus marinus subsp. pastoris (strain CCMP1986 / NIES-2087 / MED4) ,202,743,54.7,81.3,3e-47
A0T0H2,A2BPN7,SP,Prochlorococcus marinus (strain AS9601) ,202,742,54.7,80.8,3.5e-47
A0T0H2,A3PBC7,SP,Prochlorococcus marinus (strain MIT 9301) ,202,742,54.7,80.8,3.5e-47
A0T0H2,A8G3C1,SP,Prochlorococcus marinus (strain MIT 9215) ,202,742,54.7,80.8,3.5e-47
A0T0H2,A9BE29,SP,Prochlorococcus marinus (strain MIT 9211) ,202,737,52.7,80.8,8.1e-47
A0T0H2,B2J1M8,SP,Nostoc punctiforme (strain ATCC 29133 / PCC 73102) ,202,734,54.7,81.3,1.3e-46
A0T0H2,Q7V8U9,SP,Prochlorococcus marinus (strain MIT 9313) ,202,733,50.7,83.3,1.6e-46
A0T0H2,A2CBJ1,SP,Prochlorococcus marinus (strain MIT 9303) ,202,733,50.7,83.3,1.6e-46
A0T0H2,Q3ALH7,SP,Synechococcus sp. (strain CC9605) ,202,731,52.7,81.3,2.2e-46
A0T0H2,Q7U5K9,SP,Parasynechococcus marenigrum (strain WH8102) ,202,730,52.2,81.3,2.6e-46
A0T0H2,A5GJA2,SP,Synechococcus sp. (strain WH7803) ,202,729,52.7,81.3,3.1e-46
A0T0H2,Q4G3A4,SP,Emiliania huxleyi ,202,729,54.2,81.8,3.1e-46
A0T0H2,Q7VDG7,SP,Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) ,202,727,52.2,80.3,4.4e-46
